name;frameTime;F0final_sma;F0final_sma_de;audspec_lengthL1norm_sma;audspec_lengthL1norm_sma_de;jitterDDP_sma;jitterDDP_sma_de;jitterLocal_sma;jitterLocal_sma_de;logHNR_sma;logHNR_sma_de;pcm_fftMag_fband1000-4000_sma;pcm_fftMag_fband1000-4000_sma_de;pcm_fftMag_fband250-650_sma;pcm_fftMag_fband250-650_sma_de;pcm_fftMag_mfcc_sma[10];pcm_fftMag_mfcc_sma[11];pcm_fftMag_mfcc_sma[12];pcm_fftMag_mfcc_sma[13];pcm_fftMag_mfcc_sma[14];pcm_fftMag_mfcc_sma[15];pcm_fftMag_mfcc_sma[16];pcm_fftMag_mfcc_sma[1];pcm_fftMag_mfcc_sma[2];pcm_fftMag_mfcc_sma[3];pcm_fftMag_mfcc_sma[4];pcm_fftMag_mfcc_sma[5];pcm_fftMag_mfcc_sma[6];pcm_fftMag_mfcc_sma[7];pcm_fftMag_mfcc_sma[8];pcm_fftMag_mfcc_sma[9];pcm_fftMag_mfcc_sma_de[10];pcm_fftMag_mfcc_sma_de[11];pcm_fftMag_mfcc_sma_de[12];pcm_fftMag_mfcc_sma_de[13];pcm_fftMag_mfcc_sma_de[14];pcm_fftMag_mfcc_sma_de[15];pcm_fftMag_mfcc_sma_de[16];pcm_fftMag_mfcc_sma_de[1];pcm_fftMag_mfcc_sma_de[2];pcm_fftMag_mfcc_sma_de[3];pcm_fftMag_mfcc_sma_de[4];pcm_fftMag_mfcc_sma_de[5];pcm_fftMag_mfcc_sma_de[6];pcm_fftMag_mfcc_sma_de[7];pcm_fftMag_mfcc_sma_de[8];pcm_fftMag_mfcc_sma_de[9];pcm_fftMag_psySharpness_sma;pcm_fftMag_psySharpness_sma_de;pcm_fftMag_spectralEntropy_sma;pcm_fftMag_spectralEntropy_sma_de;pcm_fftMag_spectralFlatness_sma;pcm_fftMag_spectralFlatness_sma_de;pcm_fftMag_spectralFlux_sma;pcm_fftMag_spectralFlux_sma_de;pcm_fftMag_spectralHarmonicity_sma;pcm_fftMag_spectralHarmonicity_sma_de;pcm_fftMag_spectralKurtosis_sma;pcm_fftMag_spectralKurtosis_sma_de;pcm_fftMag_spectralRollOff25.0_sma;pcm_fftMag_spectralRollOff25.0_sma_de;pcm_fftMag_spectralRollOff50.0_sma;pcm_fftMag_spectralRollOff50.0_sma_de;pcm_fftMag_spectralRollOff75.0_sma;pcm_fftMag_spectralRollOff75.0_sma_de;pcm_fftMag_spectralRollOff90.0_sma;pcm_fftMag_spectralRollOff90.0_sma_de;pcm_fftMag_spectralSkewness_sma;pcm_fftMag_spectralSkewness_sma_de;pcm_fftMag_spectralVariance_sma;pcm_fftMag_spectralVariance_sma_de;pcm_zcr_sma;pcm_zcr_sma_de;shimmerLocal_sma;shimmerLocal_sma_de;voicingFinalUnclipped_sma;voicingFinalUnclipped_sma_de
'IITM_USS_02949_11_k.wav';0.0;0.0;0.0;0.07898817;0.04184194356;0.0;0.0;0.0;0.0;-100.0;0.0;0.00028847992314;0.005859142403;0.000330557684;0.0002109357;2.5436871;0.8220685999999999;2.9911877600000003;-2.4080553;-3.0099352;-0.5347524;2.8241009999999998;27.260922;24.802702000000004;17.713482;14.195350000000001;-3.8858796000000004;-10.896560599999999;-2.2765744;3.2081856;5.0255748;-0.29796656600000004;1.51894032;1.6717296799999999;1.4011361199999999;0.5611254;-2.0685114;-1.4951;-3.9005008599999997;-3.988866926;-2.0062694;0.24865230000000005;2.6405087600000003;0.66023454;0.77155722;-1.3688127;1.942372;0.27396034;0.09671481199999998;3.1757812;0.33285918;0.0119530522;0.01158802592;0.027805738000000003;0.014375834799999997;0.0006382842520000001;0.00041098782;529.343;-163.43889999999996;204.16666;122.2916528;266.66668;138.7499866;316.66666;156.041674;425.0;188.12501;17.249252;-2.985453;134222.188;112401.57239999999;0.033999999999999996;0.0053166666;0.0;0.0;0.4155475;-0.012178699900000001
'IITM_USS_02949_12_A.wav';0.0;166.79073749999998;-0.23023773949999995;2.375421125;0.07639772750000001;0.006878355749999999;1.485045e-05;0.009705176624999999;-9.364357499999998e-06;14.423897749999998;0.16366236362499997;1.1064537875;0.12217321500000002;0.833423925;-0.08305139012499999;-23.47103375;-23.772783749999995;5.32530225;-1.9090494375;-4.4967459375;-1.6493202031249998;1.75416595;38.87687;-21.9165225;9.029219999999999;-18.23395875;20.316067500000003;-2.6460892124999993;-3.7266518125;13.963575999999998;5.980189;-0.8687471750000002;0.8156768875;0.1576197875;1.0247130150000003;-0.2192719250000001;-0.12938320000000003;0.8640998375000001;-0.7524017375000001;-1.6101218275000002;-0.6076584125;1.2448539875;0.7352439375000002;2.3607459500000005;1.6574326375;-1.6255921999999998;-1.0771223875;0.6381123125000001;0.027475808124999994;4.325415875;0.08677095162500001;0.002730795875;0.0002935403;0.6617792875;0.027885763000000008;2.5479216250000003;0.07323905124999999;11.387067374999999;-2.0220374125;238.2812625;1.3020842499999996;682.2916625;43.619791125000006;867.1875;40.234378750000005;1321.6145;87.89063;1.8115342499999998;-0.21834784750000003;242584.2375;20068.501;0.0705208325;0.0021770831249999997;0.15864522250000002;-0.0129451269;0.8237177250000001;0.000188005115
'IITM_USS_02949_14_i.wav';0.0;179.05236250000002;0.23202699374999997;1.2950623749999999;-0.0348367253;0.0021824335;7.38897625e-06;0.004194542625;2.4296800000000004e-05;23.5567025;-0.040460758;0.05996009125;-0.007926338;4.0623175;0.14147523374999998;3.1144672500000006;-14.521775;7.982138375;-0.20810216249999997;-4.72315725;8.458818625;-8.918061875;32.635557500000004;17.253747375;52.81857625000001;-29.23576625;-19.54238375;-4.4897893;-28.090927750000002;-17.37216625;1.2383031375;-2.9078000499999996;0.755141025;1.199931;1.3198378;0.009179395000000059;0.9985273625000001;-0.04085894999999999;-0.7695877250000001;2.758808075;-1.383750325;0.23784251112500002;0.6650779986249999;1.1893995499999999;-3.0728441875000003;-0.08716522500000001;-0.48786546875000003;0.34690715;-0.001140177030625;2.7210255;-0.06606165962499999;0.0006226577;2.20974765e-05;0.25875409875;0.040446296625;2.82725275;0.037418425874999994;100.851455;13.186613999999999;188.8020875;1.953125;345.05208749999997;1.041665625;363.28125;1.562499125;407.55208749999997;-13.541668250000003;8.98042075;0.5599990625;83950.48250000001;-8745.416;0.045208332500000004;0.00030208349999999993;0.015731989999999998;2.7804606249999997e-05;0.8142989875;-2.32214776625e-05
'IITM_USS_02949_15_nB.wav';0.0;173.37474999999998;-0.23689468249999998;0.754290325;0.009304295;0.0;0.0;0.0;0.0;26.906174999999998;0.591293625;0.0010152399749999998;0.0008461246999999999;2.17472625;-0.09147295792500001;-0.09664902499999994;11.7197975;3.09707325;-5.183161;6.4839347499999995;2.18674275;-10.9130505;48.970805000000006;30.275760000000002;17.847592499999998;8.27401875;-14.961039999999999;-17.79221;-10.476287249999999;-16.237547499999998;-29.25819;-1.8726726249999999;-0.18130734999999998;0.7929702750000001;-0.151655425;-1.289232525;-0.384782925;2.05528125;-0.9642265499999999;-1.872374575;1.014238;1.1746488825;0.12696168;-1.3815925;-0.222042725;3.474372925;1.7575339749999999;0.2958731;-0.0009523124525;2.54939425;0.014269405249999999;0.000102454;2.81383125e-05;0.15451870750000002;0.036030400000000004;1.6641309999999998;-0.0162775993;204.50007500000004;24.0129425;184.895825;-3.3854165;281.25;4.4270825;343.75;0.5208327500000001;375.0;1.5625;4.03840925;0.6290209250000001;9759.573;832.005625;0.03979167;0.0010208336;0.0;0.0;0.809852175;-0.000169117055
'IITM_USS_02949_16_aU.wav';0.0;160.37146;-0.0311255598;1.835429;-0.024859831399999997;0.0;0.0;0.006869436;0.0;17.984224;-0.15492315199999998;0.45707149999999996;0.028203304000000002;1.1692976;-0.007257392;-4.11411602;-21.91685;-6.325810799999999;-5.573062200000001;3.666771548;2.1949543599999997;0.34866884;47.439456;-10.9508856;1.4110161060000004;-23.248772000000002;25.6904;0.1332235600000004;-15.821586;7.788877599999999;12.8004606;3.0973940000000004;2.1353216;-1.11518776;-2.40372978;0.38320394000000013;2.1163544;-0.36820229599999993;0.1902856;1.62615842;-1.2800839;-2.7023852;2.0293697;4.0844304000000005;-1.6719699399999999;-2.549569238;-1.33397458;0.5082444200000001;0.0045832278;4.110975399999999;0.0248980248;0.0009521553800000001;-2.1986599999999997e-05;0.42404108;0.03497235;1.8036235999999999;-0.03833005;8.709384400000001;-0.30048772000000007;181.24998;-2.5000002;410.41668;17.0833318;725.0;10.4166628;1070.83326;42.291669999999996;1.5633799999999998;-0.0911082586;151097.38;635.3302;0.06466666800000001;0.001616667;0.023168948;9.086074e-12;0.82496496;0.000749851014
'IITM_USS_02949_17_k.wav';0.0;0.0;0.0;0.1278012675;0.01944523;0.0;0.0;0.0;0.0;-100.0;0.0;0.0005419678975000001;0.0040679840825;0.0007239323249999999;2.3585649999999976e-05;15.7095845;5.107984274999999;-4.78201675;-9.455708;-6.100169;0.38558099999999984;4.5131283;38.860589999999995;17.1294305;-8.4961565;-11.2345025;17.898567500000002;16.91253275;-1.8760199999999998;-14.53712075;-0.8036912500000006;4.49325475;-2.65884925;-1.2267284749999996;0.518558575;2.8235755;1.69646905;0.8345970750000001;-3.5469391750000003;-4.629212924999999;-2.3899463;2.545576775;2.2158995500000005;-5.18984425;-2.497690875;0.30439930000000004;3.8352165;0.354125425;0.0956996;3.734997;0.2879005;0.00492157425;0.0038307911999999993;0.0447085975;0.01320253805;0.0017116956;-0.0004106155499999999;54.938024999999996;-5.009416625;210.9375;97.6562515;307.291675;126.56251499999999;411.458325;160.41666;708.3334;169.5312725;4.20499875;-0.19964207;105849.03;50846.557499999995;0.0491666675;0.010145834;0.0;0.0;0.5752098000000001;-0.0052887455
'IITM_USS_02949_19_i.wav';0.0;175.721975;0.158976265;0.8769185500000001;0.011005136749999998;0.0;0.0;0.0009922955;0.0;20.009945;0.14240064;0.0128523455;0.001125470475;1.75782875;0.13394846;12.420020499999998;-16.647795;9.3707235;1.4501602999999998;-6.20839175;7.5260644999999995;-9.4498835;30.6940825;25.2613925;56.096275000000006;-19.1937;-22.936335;-7.2085965;-20.50254;-22.799065;-6.1417085;1.033867925;-2.8986105;1.68188275;1.120818975;-0.098730995;0.17747197499999995;-0.029913557499999993;0.09417887925;0.6042647875;0.627707375;-0.37735597500000007;-0.8871498499999999;1.136154575;-1.5337420000000002;-2.17001825;0.893634475;0.313531975;0.0029230042500000006;2.6122794999999996;-0.024731987249999997;0.00058605145;-9.58125425e-05;0.164669125;0.005478560175000001;1.35450975;0.0992245925;179.07082499999999;-4.25894975;187.5;0.0;328.125;4.947917749999999;343.75;0.0;375.0;0.0;11.572447499999999;-0.12767671000000003;45416.30500000001;226.78759999999988;0.04354167;-0.00014583310749999997;0.10864465000000001;-0.0005658880250000001;0.8127483500000001;-5.654063e-05
'IITM_USS_02949_20_s.wav';0.0;0.0;0.0;0.3610089285714286;-0.016379727714285718;0.0;0.0;0.0;0.0;-100.0;0.0;0.0012927561285714286;-6.522802714285713e-05;0.005306163657142857;-0.0026133627;5.091802971428572;9.422310285714287;-10.843120428571428;2.524552971428571;-0.6785651571428571;2.0103117142857143;-7.045241714285715;-4.895422714285714;27.020897142857145;3.264251142857142;19.84522;-20.771160000000002;7.70921957142857;5.4830057142857145;-9.730729485714287;-6.3780918571428575;1.3976539714285714;0.5042812857142858;-0.07423789999999997;-0.011136500000000025;0.7771519142857144;1.901644342857143;0.6282756285714287;-2.93129;-3.3485651428571432;-4.165069;-2.075601;-0.27185518571428574;0.7289804714285715;-0.33675971428571405;3.0026275714285715;0.9279657571428571;3.096023342857143;0.49947430857142855;5.066319857142858;0.44734456428571434;0.09840619857142856;0.018184166;0.1402137757142857;-0.009774666142857142;0.026456239285714285;-0.01098301255142857;14.321975428571426;-4.0665716;3686.012;771.8749571428572;4741.071428571428;810.5654285714287;5129.464428571429;911.1607642857142;6245.535714285715;689.7321285714286;-0.13263154285714274;-1.0257857100000003;3778958.285714286;111342.89999999998;0.5291666571428572;0.0729404692857143;0.0;0.0;0.3583764428571429;-0.004431003142857143
'IITM_USS_02949_21_e.wav';0.0;171.31355714285718;-0.095441502;1.315761857142857;0.008518955285714284;0.005231577714285714;2.9264199999999997e-05;0.013937365142857146;-0.00020403214999999996;22.075868571428572;0.2379733324285714;0.059690394285714286;0.0023125613999999996;2.9990721428571425;0.042171856;15.116842857142856;-20.363085714285713;6.446683285714286;-4.8524265714285715;-5.813341285714286;2.3957914285714286;-4.428900571428572;33.40147;12.514796142857142;50.063472857142855;-29.23103;-23.11608714285714;-7.188376857142858;-13.908602857142858;-21.031658571428572;6.401891142857143;0.1792470714285714;-0.5357887314285715;0.5987542157142858;-0.4125433885714286;-0.09779442857142852;-0.45913368428571427;0.741199842857143;-0.42811666428571427;0.5396592;0.5610982428571428;-1.1928764285714288;1.1587343857142858;0.041539175714285705;-0.39009651428571424;0.005761767142857128;0.39314131428571425;0.3519222857142857;0.0005355958285714285;2.940603;0.007221461;0.0008316912714285715;7.346661428571428e-06;0.17983826428571428;-0.0013610754285714312;2.137844285714286;0.00506283342857143;68.86052428571429;-1.9423558571428567;187.5;0.0;343.75;-1.0416664285714285;357.14285714285717;-4.464285428571428;455.35714285714283;6.54761957142857;7.502403;-0.07104252428571428;104879.93285714285;4687.6311428571435;0.04321428857142857;-9.523800533642856e-05;0.040869050000000004;-0.003229893448;0.8194867857142857;0.00022854784242857143
'IITM_USS_02949_22_bh.wav';0.0;0.0;0.0;0.2933549;0.00321632975;0.0;0.0;0.0;0.0;-100.0;0.0;0.000557698735;0.000802707975;0.039244209;-0.014167871250000002;3.032236;-7.114297;-11.1918325;-7.5100567499999995;-4.10843475;-3.19761575;-4.47417625;41.8550125;34.458875;31.542122499999998;20.9977725;5.620481999999999;-2.3390389249999997;-13.02983875;-13.51091475;1.060026875;0.42131345;1.9889295075;1.092566225;1.496638425;1.1115062949999999;0.46125179000000005;-1.0440646249999999;-3.1798507075;-3.004371975;-0.06059297500000005;0.519810425;-0.7956910000000001;0.20060040000000012;3.3897915;3.12998025;1.615695665;0.198532575;0.00912114325;1.95910125;0.17768605250000002;0.0023930095200000003;0.00295547976675;0.14671433;0.042388997500000004;0.20771540999999996;-0.0691165;2395.143;-86.682625;153.645825;-7.5520835;164.0625;-8.333332;187.5;12.760417499999999;221.354175;34.37499975;21.674274999999998;-1.35313925;43134.60925;56793.113450000004;0.0204166675;0.00208333335;0.0;0.0;0.6908933;-0.009558245
